"";"prof / largeur";"2";"4";"6";"8";"10";"12";"14";"16";"18";"20";"22";"24";"26";"28";"30";"32";"34";"36";"38";"40";"42";"44";"46";"48";"50";"52";"54";"56";"58";"60";"62";"64";"66";"68";"70";"72";"74";"76";"78";"80";"82";"84";"86";"88";"90";"92";"94";"96";"98";"100";"fichier"
"1";2;1;2;2;2;2;2;1;1;1;1;0;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;0;1;1;2;2;2;2;2;2;"17 0N-VLB-2021-2"
"2";4;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"17 0N-VLB-2021-2"
"3";6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"17 0N-VLB-2021-2"
"4";8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"17 0N-VLB-2021-2"
"5";10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;1;2;2;2;2;2;2;2;"17 0N-VLB-2021-2"
"6";12;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;2;1;2;2;2;2;2;2;2;2;2;2;2;"17 0N-VLB-2021-2"
"7";14;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;0;1;2;1;1;2;2;2;1;1;0;1;2;2;2;1;2;"17 0N-VLB-2021-2"
"8";16;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;"17 0N-VLB-2021-2"
"9";18;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;2;1;1;0;1;1;1;0;0;0;0;1;2;2;2;0;0;0;1;1;1;0;1;0;"17 0N-VLB-2021-2"
"10";20;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;0;0;1;2;2;2;1;1;0;0;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;"17 0N-VLB-2021-2"
"11";22;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;0;0;0;1;2;1;1;2;2;1;1;1;0;1;1;0;1;1;1;1;1;2;1;2;2;1;"17 0N-VLB-2021-2"
"12";24;2;1;0;0;2;0;2;1;2;1;2;2;1;2;2;2;1;0;1;1;0;0;0;2;1;1;0;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;2;2;1;2;2;1;1;1;"17 0N-VLB-2021-2"
"13";26;0;1;0;2;2;2;2;1;2;2;2;0;2;1;2;0;2;2;1;1;1;0;0;2;2;0;0;1;1;1;1;1;2;1;1;0;1;0;1;0;1;1;1;0;0;1;2;2;1;0;"17 0N-VLB-2021-2"
"14";28;1;2;0;1;1;1;2;1;1;2;0;1;1;1;1;0;1;1;0;2;2;1;2;2;1;0;0;0;1;1;1;0;0;1;0;1;1;1;0;0;1;1;1;2;2;0;0;1;1;1;"17 0N-VLB-2021-2"
"15";30;1;0;0;1;1;0;0;0;1;1;1;1;0;2;2;1;0;1;1;1;2;0;1;1;1;1;0;0;1;1;0;1;0;1;1;1;0;1;0;1;2;2;1;1;2;0;1;0;0;1;"17 0N-VLB-2021-2"
"16";32;0;1;1;1;1;2;1;1;2;0;0;1;1;2;2;2;2;1;1;2;0;1;0;0;0;1;1;1;1;1;1;1;2;1;1;1;1;1;0;0;1;0;1;1;0;0;1;2;1;0;"17 0N-VLB-2021-2"
"17";34;0;2;2;0;2;1;2;1;1;2;2;2;1;0;2;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;2;2;0;1;"17 0N-VLB-2021-2"
"18";36;0;0;1;0;2;1;1;1;1;2;1;1;0;1;1;0;0;1;0;1;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;2;1;0;1;2;0;0;2;1;"17 0N-VLB-2021-2"
"19";38;0;0;1;1;1;1;0;0;2;2;2;2;1;1;2;2;2;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0;1;1;2;0;0;0;1;0;1;0;1;"17 0N-VLB-2021-2"
"20";40;0;0;2;0;2;1;0;0;2;0;0;1;0;1;0;1;2;1;2;0;0;1;2;0;1;1;0;1;0;2;1;1;1;1;1;0;2;1;1;1;1;2;1;0;0;1;1;1;1;1;"17 0N-VLB-2021-2"
"21";42;2;0;1;1;0;2;1;0;0;1;1;1;0;1;0;0;1;1;2;0;1;2;0;0;1;1;1;0;0;2;1;2;2;1;1;0;1;1;0;1;1;2;1;1;1;1;2;2;1;1;"17 0N-VLB-2021-2"
"22";44;2;1;1;1;0;1;1;0;0;1;1;2;2;1;0;1;1;1;1;1;2;0;1;0;0;1;2;0;1;1;2;1;0;1;1;0;0;0;1;1;1;2;2;2;2;2;0;1;0;1;"17 0N-VLB-2021-2"
"23";46;2;2;2;2;1;1;1;2;0;2;2;0;0;0;1;1;0;2;2;0;2;1;2;2;1;2;2;0;0;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;0;1;1;"17 0N-VLB-2021-2"
